level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	14	1	1	0	1272	861	792	139	-1	
5	1	14	1	1	1	1272	898	234	102	72.569656	3.800
5	1	14	1	1	2	1752	861	247	127	61.571114	6,100
5	1	14	1	1	3	2041	891	23	55	77.557602	-
4	1	14	1	2	0	1268	1062	804	122	-1	
5	1	14	1	2	1	1268	1083	238	101	78.238220	4,100
5	1	14	1	2	2	1686	1094	302	90	5.925781	6,700
5	1	14	1	2	3	2045	1062	27	74	86.339691	_
2	1	15	0	0	0	1086	1242	902	149	-1	
3	1	15	1	0	0	1086	1242	902	149	-1	
4	1	15	1	1	0	1086	1242	902	149	-1	
5	1	15	1	1	1	1086	1242	420	149	56.701122	4.800
5	1	15	1	1	2	1751	1250	237	136	52.951160	8,100
2	1	16	0	0	0	1577	1818	25	10	-1	
3	1	16	1	0	0	1577	1818	25	10	-1	
4	1	16	1	1	0	1577	1818	25	10	-1	
5	1	16	1	1	1	1577	1818	25	10	26.086800	-
2	1	17	0	0	0	1312	1622	735	166	-1	
3	1	17	1	0	0	1312	1622	735	178	-1	
4	1	17	1	1	0	1312	1622	735	166	-1	
5	1	17	1	1	1	1312	1676	154	82	47.589920	Sml
5	1	17	1	1	2	1538	1761	9	5	69.140915	.
5	1	17	1	1	3	1651	1691	75	109	63.607643	-
5	1	17	1	1	4	1776	1622	198	166	67.024490	10721
5	1	17	1	1	5	2021	1626	26	157	40.630867	、
2	1	18	0	0	0	1277	1914	735	64	-1	
3	1	18	1	0	0	1277	1914	735	64	-1	
4	1	18	1	1	0	1851	1914	32	12	-1	
5	1	18	1	1	1	1851	1914	32	12	0.000000	“bs
4	1	18	1	2	0	1277	1956	735	22	-1	
5	1	18	1	2	1	1277	1958	37	20	64.612961	Sf
5	1	18	1	2	2	1359	1954	36	24	59.912659	£'
5	1	18	1	2	3	1413	1954	40	24	72.902039	Lax
5	1	18	1	2	4	1467	1954	40	24	38.580128	Lr»
5	1	18	1	2	5	1701	1956	53	22	43.044872	a
5	1	18	1	2	6	1755	1952	36	26	34.293205	oe
5	1	18	1	2	7	1811	1952	84	26	38.945023	oe.
5	1	18	1	2	8	1931	1958	26	20	11.352089	~
5	1	18	1	2	9	1974	1952	38	26	46.469608	/%
